10142|ru|2023-05-13 11:19:58
10121|et|2023-05-13 11:19:58
10143|ru|2023-05-13 11:19:58
10158|et|2023-05-13 11:25:21
10159|et|2023-05-13 11:25:21
10192|ru|2023-05-13 11:25:21
10195|ru|2023-05-13 11:25:21
10157|et|2023-05-13 11:25:21
10191|ru|2023-05-13 11:25:21
10155|et|2023-05-13 11:25:21
10194|ru|2023-05-13 11:25:21
10156|et|2023-05-13 11:25:21
10190|ru|2023-05-13 11:25:21
10154|et|2023-05-13 11:25:21
10193|ru|2023-05-13 11:25:21
10226|et|2023-05-13 11:25:23
10238|ru|2023-05-13 11:25:23
10227|et|2023-05-13 11:25:24
10239|ru|2023-05-13 11:25:24
10250|et|2023-05-13 11:31:53
10256|ru|2023-05-13 11:31:53
10262|et|2023-05-13 11:32:04
10269|ru|2023-05-13 11:32:04
10265|et|2023-05-13 11:32:05
10277|ru|2023-05-13 11:32:05
10286|et|2023-05-13 11:32:09
10292|ru|2023-05-13 11:32:09
10298|et|2023-05-13 11:32:18
10304|ru|2023-05-13 11:32:18
10305|et|2023-05-13 11:32:20
10316|ru|2023-05-13 11:32:20
10322|et|2023-05-13 11:32:23
10329|ru|2023-05-13 11:32:23
10326|et|2023-05-13 11:32:23
10336|ru|2023-05-13 11:32:23
10346|et|2023-05-13 11:32:30
10352|ru|2023-05-13 11:32:30
10358|et|2023-05-13 11:32:34
10364|ru|2023-05-13 11:32:34
10374|et|2023-05-13 11:38:27
10407|ru|2023-05-13 11:38:27
10371|et|2023-05-13 11:38:27
10406|ru|2023-05-13 11:38:27
10373|et|2023-05-13 11:38:27
10409|ru|2023-05-13 11:38:27
10372|et|2023-05-13 11:38:27
10410|ru|2023-05-13 11:38:27
10370|et|2023-05-13 11:38:27
10408|ru|2023-05-13 11:38:27
10375|et|2023-05-13 11:38:27
10411|ru|2023-05-13 11:38:27
10442|et|2023-05-13 11:38:30
10455|ru|2023-05-13 11:38:30
10443|et|2023-05-13 11:38:30
10454|ru|2023-05-13 11:38:30
10466|et|2023-05-13 12:50:03
10472|ru|2023-05-13 12:50:03
10479|et|2023-05-13 13:07:28
10499|ru|2023-05-13 13:07:28
10480|et|2023-05-13 13:07:28
10500|ru|2023-05-13 13:07:28
10478|et|2023-05-13 13:07:28
10501|ru|2023-05-13 13:07:28
10495|et|2023-05-13 13:07:29
10532|ru|2023-05-13 13:07:29
10496|et|2023-05-13 13:07:29
10533|ru|2023-05-13 13:07:29
10497|et|2023-05-13 13:07:29
10534|ru|2023-05-13 13:07:29
10535|et|2023-05-13 13:07:30
10559|ru|2023-05-13 13:07:30
10558|et|2023-05-13 13:07:31
10581|ru|2023-05-13 13:07:31
10556|et|2023-05-13 13:07:31
10580|ru|2023-05-13 13:07:31
10557|et|2023-05-13 13:07:31
10582|ru|2023-05-13 13:07:31
10598|et|2023-05-13 19:35:11
10614|ru|2023-05-13 19:35:11
10599|et|2023-05-13 19:35:11
10615|ru|2023-05-13 19:35:11
10609|et|2023-05-13 19:35:12
10646|ru|2023-05-13 19:35:12
10610|et|2023-05-13 19:35:12
10647|ru|2023-05-13 19:35:12
10613|et|2023-05-13 19:35:12
10648|ru|2023-05-13 19:35:12
10612|et|2023-05-13 19:35:12
10649|ru|2023-05-13 19:35:12
10653|et|2023-05-13 19:35:14
10678|ru|2023-05-13 19:35:14
10677|et|2023-05-13 19:35:15
10694|ru|2023-05-13 19:35:15
10676|et|2023-05-13 19:35:15
10695|ru|2023-05-13 19:35:15
10707|et|2023-05-13 19:35:36
10738|ru|2023-05-13 19:35:36
10706|et|2023-05-13 19:35:36
10737|ru|2023-05-13 19:35:36
10709|et|2023-05-13 19:35:36
10739|ru|2023-05-13 19:35:36
10708|et|2023-05-13 19:35:36
10741|ru|2023-05-13 19:35:36
10710|et|2023-05-13 19:35:36
10740|ru|2023-05-13 19:35:36
10736|et|2023-05-13 19:35:37
10772|ru|2023-05-13 19:35:37
10774|et|2023-05-13 19:35:39
10798|ru|2023-05-13 19:35:39
10775|et|2023-05-13 19:35:39
10799|ru|2023-05-13 19:35:39
10773|et|2023-05-13 19:35:39
10800|ru|2023-05-13 19:35:39
10797|et|2023-05-13 19:35:40
10826|ru|2023-05-13 19:35:40
10796|et|2023-05-13 19:35:40
10827|ru|2023-05-13 19:35:40
10838|et|2023-05-14 23:29:55
10844|ru|2023-05-14 23:29:55
10852|et|2023-05-15 08:40:26
10877|ru|2023-05-15 08:40:26
10850|et|2023-05-15 08:40:26
10875|ru|2023-05-15 08:40:26
10851|et|2023-05-15 08:40:26
10876|ru|2023-05-15 08:40:26
10870|et|2023-05-15 08:40:27
10933|ru|2023-05-15 08:40:27
10871|et|2023-05-15 08:40:27
10931|ru|2023-05-15 08:40:27
10866|et|2023-05-15 08:40:27
10932|ru|2023-05-15 08:40:27
10861|et|2023-05-15 08:40:27
10928|ru|2023-05-15 08:40:27
10864|et|2023-05-15 08:40:27
10927|ru|2023-05-15 08:40:27
10865|et|2023-05-15 08:40:27
10930|ru|2023-05-15 08:40:27
10863|et|2023-05-15 08:40:27
10934|ru|2023-05-15 08:40:27
10935|et|2023-05-15 08:40:29
10976|ru|2023-05-15 08:40:29
10982|et|2023-05-15 08:40:56
10988|ru|2023-05-15 08:40:56
10998|et|2023-05-15 08:48:27
11030|ru|2023-05-15 08:48:27
10996|et|2023-05-15 08:48:27
11033|ru|2023-05-15 08:48:27
10995|et|2023-05-15 08:48:27
11031|ru|2023-05-15 08:48:27
10997|et|2023-05-15 08:48:27
11035|ru|2023-05-15 08:48:27
10999|et|2023-05-15 08:48:27
11034|ru|2023-05-15 08:48:27
10994|et|2023-05-15 08:48:27
11032|ru|2023-05-15 08:48:27
11066|et|2023-05-15 08:48:30
11090|ru|2023-05-15 08:48:30
11067|et|2023-05-15 08:48:30
11091|ru|2023-05-15 08:48:30
11069|et|2023-05-15 08:48:30
11092|ru|2023-05-15 08:48:30
11068|et|2023-05-15 08:48:30
11093|ru|2023-05-15 08:48:30
11114|et|2023-05-15 08:49:02
11120|ru|2023-05-15 08:49:02
11126|et|2023-05-15 08:54:38
11132|ru|2023-05-15 08:54:38
11139|et|2023-05-15 08:55:02
11169|ru|2023-05-15 08:55:02
11140|et|2023-05-15 08:55:02
11170|ru|2023-05-15 08:55:02
11142|et|2023-05-15 08:55:02
11171|ru|2023-05-15 08:55:02
11138|et|2023-05-15 08:55:02
11172|ru|2023-05-15 08:55:02
11141|et|2023-05-15 08:55:02
11173|ru|2023-05-15 08:55:02
11166|et|2023-05-15 08:55:03
11202|ru|2023-05-15 08:55:03
11206|et|2023-05-15 08:55:05
11223|ru|2023-05-15 08:55:05
11205|et|2023-05-15 08:55:05
11224|ru|2023-05-15 08:55:05
11222|et|2023-05-15 08:55:06
11240|ru|2023-05-15 08:55:06
11246|et|2023-05-15 10:35:46
11282|ru|2023-05-15 10:35:46
11247|et|2023-05-15 10:35:46
11284|ru|2023-05-15 10:35:46
11248|et|2023-05-15 10:35:46
11283|ru|2023-05-15 10:35:46
11251|et|2023-05-15 10:35:46
11285|ru|2023-05-15 10:35:46
11250|et|2023-05-15 10:35:46
11287|ru|2023-05-15 10:35:46
11249|et|2023-05-15 10:35:46
11286|ru|2023-05-15 10:35:46
11318|et|2023-05-15 10:35:49
11324|ru|2023-05-15 10:35:49
11330|et|2023-05-15 11:26:52
11336|ru|2023-05-15 11:26:52
11343|et|2023-05-15 11:28:50
11361|ru|2023-05-15 11:28:50
11342|et|2023-05-15 11:28:50
11362|ru|2023-05-15 11:28:50
11358|et|2023-05-15 11:28:51
11408|ru|2023-05-15 11:28:51
11359|et|2023-05-15 11:28:51
11410|ru|2023-05-15 11:28:51
11356|et|2023-05-15 11:28:51
11409|ru|2023-05-15 11:28:51
11351|et|2023-05-15 11:28:51
11412|ru|2023-05-15 11:28:51
11352|et|2023-05-15 11:28:52
11411|ru|2023-05-15 11:28:52
11353|et|2023-05-15 11:28:52
11413|ru|2023-05-15 11:28:52
11357|et|2023-05-15 11:28:52
11414|ru|2023-05-15 11:28:52
